image_id,level,taxon,species_count,major_clade,dominant_order,representative_genus,prompt_group,composition_archetype,key_traits,habitat,lighting,palette,mood,confidence,review_status,review_notes,draft_prompt
family-massospondylidae,family,Massospondylidae,14,Saurischia,,"Lufengosaurus, Massospondylus, Adeopapposaurus",basal_sauropodomorph,early-long-neck card: full-body side or 3/4 stance with lighter build and neck/tail balance clearly visible,"elongated neck, smaller head, long tail, lighter sauropodomorph body, strong hind limbs, early herbivorous build","Triassic or early Jurassic woodland edge with cycads, conifers, and open ground",clean daylight with slight warm haze,"dusty brown, olive, cream, bark gray, and pale green-blue sky","ancestral, steady, and elegant",medium,draft_ready,,"Create a square illustrated dinosaur family card for Massospondylidae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using early-long-neck card: full-body side or 3/4 stance with lighter build and neck/tail balance clearly visible. Emphasize the defining anatomy: elongated neck, smaller head, long tail, lighter sauropodomorph body, strong hind limbs, early herbivorous build. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: Triassic or early Jurassic woodland edge with cycads, conifers, and open ground. Lighting: clean daylight with slight warm haze. Color direction: dusty brown, olive, cream, bark gray, and pale green-blue sky. Mood: ancestral, steady, and elegant. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-megalosauridae,family,Megalosauridae,15,Saurischia,,"Megalosaurus, Megalosaurus (Poekilopleuron), Torvosaurus",large_theropod_predator,"large-predator card: strong 3/4 stride, head and torso dominant, tail receding cleanly through the frame","large skull, serrated jaws, muscular neck, strong hind limbs, balanced tail, grasping forelimbs sized appropriately to the lineage",open floodplain or rocky woodland edge with simplified terrain and atmospheric distance,warm directional daylight with subtle haze,"charcoal, bark brown, sandstone, dusty olive, and warm amber highlights","powerful, noble, and dramatic without feeling monstrous",medium,draft_ready,,"Create a square illustrated dinosaur family card for Megalosauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using large-predator card: strong 3/4 stride, head and torso dominant, tail receding cleanly through the frame. Emphasize the defining anatomy: large skull, serrated jaws, muscular neck, strong hind limbs, balanced tail, grasping forelimbs sized appropriately to the lineage. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open floodplain or rocky woodland edge with simplified terrain and atmospheric distance. Lighting: warm directional daylight with subtle haze. Color direction: charcoal, bark brown, sandstone, dusty olive, and warm amber highlights. Mood: powerful, noble, and dramatic without feeling monstrous. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-megapodiidae,family,Megapodiidae,31,Saurischia,Galliformes,"Megapodius, Talegalla, Aepypodius",ground_bird,"ground-bird card: full-body 3/4 walking stance with body mass, legs, and plumage silhouette cleanly readable","ground-dwelling bird body, feathered wings, sturdy legs, compact tail, family-appropriate crest or facial features where suitable","open undergrowth, scrub, or woodland floor with simple layered plants",bright natural daylight,"earth brown, cream, muted chestnut, charcoal, and soft green","alert, terrestrial, and approachable",high,draft_ready,,"Create a square illustrated dinosaur family card for Megapodiidae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using ground-bird card: full-body 3/4 walking stance with body mass, legs, and plumage silhouette cleanly readable. Emphasize the defining anatomy: ground-dwelling bird body, feathered wings, sturdy legs, compact tail, family-appropriate crest or facial features where suitable. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open undergrowth, scrub, or woodland floor with simple layered plants. Lighting: bright natural daylight. Color direction: earth brown, cream, muted chestnut, charcoal, and soft green. Mood: alert, terrestrial, and approachable. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-megaraptoridae,family,Megaraptoridae,8,Saurischia,,"Aerosteon, Australovenator, Joaquinraptor",megaraptor_predator,large-predator card: dynamic 3/4 stride with long arms and grasping claws made prominent,"slender predatory skull, long forelimbs, enlarged hand claws, athletic hind limbs, sweeping tail",wooded floodplain with open ground and distant haze,warm directional daylight,"charcoal, warm gray, tawny brown, muted forest green, and pale stone","fast, dangerous, and elegant",medium,draft_ready,Family-level forelimb emphasis is important here; verify anatomy before final render.,"Create a square illustrated dinosaur family card for Megaraptoridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using large-predator card: dynamic 3/4 stride with long arms and grasping claws made prominent. Emphasize the defining anatomy: slender predatory skull, long forelimbs, enlarged hand claws, athletic hind limbs, sweeping tail. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: wooded floodplain with open ground and distant haze. Lighting: warm directional daylight. Color direction: charcoal, warm gray, tawny brown, muted forest green, and pale stone. Mood: fast, dangerous, and elegant. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-melanorosauridae,family,Melanorosauridae,1,Saurischia,,Melanorosaurus,basal_sauropodomorph,early-long-neck card: full-body side or 3/4 stance with lighter build and neck/tail balance clearly visible,"elongated neck, smaller head, long tail, lighter sauropodomorph body, strong hind limbs, early herbivorous build","Triassic or early Jurassic woodland edge with cycads, conifers, and open ground",clean daylight with slight warm haze,"dusty brown, olive, cream, bark gray, and pale green-blue sky","ancestral, steady, and elegant",medium,needs_light_review,Low species count; choose a representative body plan carefully.,"Create a square illustrated dinosaur family card for Melanorosauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using early-long-neck card: full-body side or 3/4 stance with lighter build and neck/tail balance clearly visible. Emphasize the defining anatomy: elongated neck, smaller head, long tail, lighter sauropodomorph body, strong hind limbs, early herbivorous build. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: Triassic or early Jurassic woodland edge with cycads, conifers, and open ground. Lighting: clean daylight with slight warm haze. Color direction: dusty brown, olive, cream, bark gray, and pale green-blue sky. Mood: ancestral, steady, and elegant. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-meleagridae,family,Meleagridae,3,Saurischia,Galliformes,Agriocharis,ground_bird,"ground-bird card: full-body 3/4 walking stance with body mass, legs, and plumage silhouette cleanly readable","ground-dwelling bird body, feathered wings, sturdy legs, compact tail, family-appropriate crest or facial features where suitable","open undergrowth, scrub, or woodland floor with simple layered plants",bright natural daylight,"earth brown, cream, muted chestnut, charcoal, and soft green","alert, terrestrial, and approachable",high,draft_ready,,"Create a square illustrated dinosaur family card for Meleagridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using ground-bird card: full-body 3/4 walking stance with body mass, legs, and plumage silhouette cleanly readable. Emphasize the defining anatomy: ground-dwelling bird body, feathered wings, sturdy legs, compact tail, family-appropriate crest or facial features where suitable. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open undergrowth, scrub, or woodland floor with simple layered plants. Lighting: bright natural daylight. Color direction: earth brown, cream, muted chestnut, charcoal, and soft green. Mood: alert, terrestrial, and approachable. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-metriacanthosauridae,family,Metriacanthosauridae,10,Saurischia,,"Erectopus, Sinraptor, Yangchuanosaurus",large_theropod_predator,"large-predator card: strong 3/4 stride, head and torso dominant, tail receding cleanly through the frame","large skull, serrated jaws, muscular neck, strong hind limbs, balanced tail, grasping forelimbs sized appropriately to the lineage",open floodplain or rocky woodland edge with simplified terrain and atmospheric distance,warm directional daylight with subtle haze,"charcoal, bark brown, sandstone, dusty olive, and warm amber highlights","powerful, noble, and dramatic without feeling monstrous",medium,draft_ready,,"Create a square illustrated dinosaur family card for Metriacanthosauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using large-predator card: strong 3/4 stride, head and torso dominant, tail receding cleanly through the frame. Emphasize the defining anatomy: large skull, serrated jaws, muscular neck, strong hind limbs, balanced tail, grasping forelimbs sized appropriately to the lineage. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open floodplain or rocky woodland edge with simplified terrain and atmospheric distance. Lighting: warm directional daylight with subtle haze. Color direction: charcoal, bark brown, sandstone, dusty olive, and warm amber highlights. Mood: powerful, noble, and dramatic without feeling monstrous. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-nemegtosauridae,family,Nemegtosauridae,2,Saurischia,,"Nemegtosaurus, Quaesitosaurus",sauropod_robust,robust sauropod card: full-body grounded stance with heavy torso and stable limb posture emphasized,"long neck, small head, broad deep torso, stout limbs, long tail, immense herbivorous build",open woodland or floodplain with low shrubs and broad sky,soft warm daylight,"weathered brown, taupe, olive, horn-gray, and muted sky blue","massive, dependable, and serene",medium,needs_light_review,Low species count; choose a representative body plan carefully.,"Create a square illustrated dinosaur family card for Nemegtosauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using robust sauropod card: full-body grounded stance with heavy torso and stable limb posture emphasized. Emphasize the defining anatomy: long neck, small head, broad deep torso, stout limbs, long tail, immense herbivorous build. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open woodland or floodplain with low shrubs and broad sky. Lighting: soft warm daylight. Color direction: weathered brown, taupe, olive, horn-gray, and muted sky blue. Mood: massive, dependable, and serene. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-neovenatoridae,family,Neovenatoridae,5,Saurischia,,"Chilantaisaurus, Fukuiraptor, Neovenator",large_theropod_predator,"large-predator card: strong 3/4 stride, head and torso dominant, tail receding cleanly through the frame","large skull, serrated jaws, muscular neck, strong hind limbs, balanced tail, grasping forelimbs sized appropriately to the lineage",open floodplain or rocky woodland edge with simplified terrain and atmospheric distance,warm directional daylight with subtle haze,"charcoal, bark brown, sandstone, dusty olive, and warm amber highlights","powerful, noble, and dramatic without feeling monstrous",medium,draft_ready,,"Create a square illustrated dinosaur family card for Neovenatoridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using large-predator card: strong 3/4 stride, head and torso dominant, tail receding cleanly through the frame. Emphasize the defining anatomy: large skull, serrated jaws, muscular neck, strong hind limbs, balanced tail, grasping forelimbs sized appropriately to the lineage. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open floodplain or rocky woodland edge with simplified terrain and atmospheric distance. Lighting: warm directional daylight with subtle haze. Color direction: charcoal, bark brown, sandstone, dusty olive, and warm amber highlights. Mood: powerful, noble, and dramatic without feeling monstrous. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-noasauridae,family,Noasauridae,13,Saurischia,,"Austrocheirus, Berthasaura, Deltadromeus",ceratosaur_predator,medium-predator card: agile biped in 3/4 view with the head profile clearly readable,"light but predatory build, narrow skull with family-appropriate ornamentation, strong hind legs, long tail, compact forelimbs",dry scrubland or rocky floodplain with low plants and clean negative space behind the head,warm daylight with crisp shadows,"ochre, umber, dusty red-brown, olive scrub green, and warm stone gray","lean, alert, and dangerous",medium,draft_ready,,"Create a square illustrated dinosaur family card for Noasauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using medium-predator card: agile biped in 3/4 view with the head profile clearly readable. Emphasize the defining anatomy: light but predatory build, narrow skull with family-appropriate ornamentation, strong hind legs, long tail, compact forelimbs. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: dry scrubland or rocky floodplain with low plants and clean negative space behind the head. Lighting: warm daylight with crisp shadows. Color direction: ochre, umber, dusty red-brown, olive scrub green, and warm stone gray. Mood: lean, alert, and dangerous. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-nodosauridae,family,Nodosauridae,36,Ornithischia,,"Struthiosaurus, Gastonia, Panoplosaurus",armored_nodosaur,armored quadruped card: full-body 3/4 stance with shoulder spikes and armor silhouette emphasized,"low armored body, broad torso, strong limbs, shoulder spikes or heavy osteoderms, narrow head, defensive stance",woodland edge with low ferns and clear ground plane,soft daylight,"olive, muted tan, bark brown, stone gray, and sage green","rugged, defensive, and ancient",medium,draft_ready,,"Create a square illustrated dinosaur family card for Nodosauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using armored quadruped card: full-body 3/4 stance with shoulder spikes and armor silhouette emphasized. Emphasize the defining anatomy: low armored body, broad torso, strong limbs, shoulder spikes or heavy osteoderms, narrow head, defensive stance. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: woodland edge with low ferns and clear ground plane. Lighting: soft daylight. Color direction: olive, muted tan, bark brown, stone gray, and sage green. Mood: rugged, defensive, and ancient. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-nqwebasauridae,family,Nqwebasauridae,1,Saurischia,,Lepidocheirosaurus,alvarezsaur_runner,small runner card: full-body side or 3/4 pose with long legs and compact body dominating the frame,"light cursorial body, long hind limbs, short powerful forelimbs, narrow head, bird-like posture",dry scrub plain or open woodland floor with low plants and stones,clean daylight with firm shadow shapes,"sand tan, rust brown, charcoal, muted olive, and pale blue sky","nimble, unusual, and lively",medium,needs_light_review,Low species count; choose a representative body plan carefully.,"Create a square illustrated dinosaur family card for Nqwebasauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using small runner card: full-body side or 3/4 pose with long legs and compact body dominating the frame. Emphasize the defining anatomy: light cursorial body, long hind limbs, short powerful forelimbs, narrow head, bird-like posture. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: dry scrub plain or open woodland floor with low plants and stones. Lighting: clean daylight with firm shadow shapes. Color direction: sand tan, rust brown, charcoal, muted olive, and pale blue sky. Mood: nimble, unusual, and lively. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-numididae,family,Numididae,3,Saurischia,Galliformes,"Acryllium, Numida, Telecrex",ground_bird,"ground-bird card: full-body 3/4 walking stance with body mass, legs, and plumage silhouette cleanly readable","ground-dwelling bird body, feathered wings, sturdy legs, compact tail, family-appropriate crest or facial features where suitable","open undergrowth, scrub, or woodland floor with simple layered plants",bright natural daylight,"earth brown, cream, muted chestnut, charcoal, and soft green","alert, terrestrial, and approachable",high,draft_ready,,"Create a square illustrated dinosaur family card for Numididae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using ground-bird card: full-body 3/4 walking stance with body mass, legs, and plumage silhouette cleanly readable. Emphasize the defining anatomy: ground-dwelling bird body, feathered wings, sturdy legs, compact tail, family-appropriate crest or facial features where suitable. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open undergrowth, scrub, or woodland floor with simple layered plants. Lighting: bright natural daylight. Color direction: earth brown, cream, muted chestnut, charcoal, and soft green. Mood: alert, terrestrial, and approachable. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-odontophoridae,family,Odontophoridae,21,Saurischia,Galliformes,"Colinus, Callipepla, Cyrtonyx",ground_bird,"ground-bird card: full-body 3/4 walking stance with body mass, legs, and plumage silhouette cleanly readable","ground-dwelling bird body, feathered wings, sturdy legs, compact tail, family-appropriate crest or facial features where suitable","open undergrowth, scrub, or woodland floor with simple layered plants",bright natural daylight,"earth brown, cream, muted chestnut, charcoal, and soft green","alert, terrestrial, and approachable",high,draft_ready,,"Create a square illustrated dinosaur family card for Odontophoridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using ground-bird card: full-body 3/4 walking stance with body mass, legs, and plumage silhouette cleanly readable. Emphasize the defining anatomy: ground-dwelling bird body, feathered wings, sturdy legs, compact tail, family-appropriate crest or facial features where suitable. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open undergrowth, scrub, or woodland floor with simple layered plants. Lighting: bright natural daylight. Color direction: earth brown, cream, muted chestnut, charcoal, and soft green. Mood: alert, terrestrial, and approachable. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-ornithomimidae,family,Ornithomimidae,15,Saurischia,,"Ornithomimus, Archaeornithomimus, Aepyornithomimus",ornithomimosaur_runner,"runner card: full-body side or 3/4 stride with long neck, long legs, and graceful speed emphasized","ostrich-like body, long legs, long neck, small head, balancing tail, light feathery accents where appropriate",open plain or sandy floodplain with sparse plants and broad sky,bright daylight with clean cast shadows,"sand, cream, taupe, olive scrub, and pale sky blue","swift, elegant, and clean",high,draft_ready,,"Create a square illustrated dinosaur family card for Ornithomimidae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using runner card: full-body side or 3/4 stride with long neck, long legs, and graceful speed emphasized. Emphasize the defining anatomy: ostrich-like body, long legs, long neck, small head, balancing tail, light feathery accents where appropriate. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open plain or sandy floodplain with sparse plants and broad sky. Lighting: bright daylight with clean cast shadows. Color direction: sand, cream, taupe, olive scrub, and pale sky blue. Mood: swift, elegant, and clean. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-ornithomimipodidae,family,Ornithomimipodidae,1,Saurischia,,Ornithomimipus,ootaxon_review,manual-review card: likely producer animal should be chosen before generation,family name refers to eggs or trace fossils rather than a conventional animal family,manual review required,manual review required,manual review required,manual review required,low,manual_review_required,"Do not batch-generate this one without choosing whether to depict eggs, tracks, or a likely producer animal. Low species count; choose a representative body plan carefully.","Create a square illustrated dinosaur family card for Ornithomimipodidae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using manual-review card: likely producer animal should be chosen before generation. Emphasize the defining anatomy: family name refers to eggs or trace fossils rather than a conventional animal family. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: manual review required. Lighting: manual review required. Color direction: manual review required. Mood: manual review required. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-oviraptoridae,family,Oviraptoridae,22,Saurischia,,"Heyuannia, Banji, Citipati",oviraptor_beaked,"beaked-maniraptoran card: full-body 3/4 pose with crest, beak, feathered arms, and tail fan readable","beaked skull, family-appropriate crest, feathered body or arms, grasping hands, agile bipedal build",desert edge or open floodplain with low shrubs and clear silhouette spacing,warm diffuse daylight,"dusty tan, cream, muted red-brown, charcoal, and soft sage green","ornate, intelligent, and distinctive",medium,draft_ready,,"Create a square illustrated dinosaur family card for Oviraptoridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using beaked-maniraptoran card: full-body 3/4 pose with crest, beak, feathered arms, and tail fan readable. Emphasize the defining anatomy: beaked skull, family-appropriate crest, feathered body or arms, grasping hands, agile bipedal build. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: desert edge or open floodplain with low shrubs and clear silhouette spacing. Lighting: warm diffuse daylight. Color direction: dusty tan, cream, muted red-brown, charcoal, and soft sage green. Mood: ornate, intelligent, and distinctive. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-pachycephalosauridae,family,Pachycephalosauridae,17,Ornithischia,,"Sphaerotholus, Stegoceras, Acrotholus",pachycephalosaur_dome,dome-headed herbivore card: full-body 3/4 stance with skull dome and sturdy bipedal body made prominent,"domed or ornamented skull roof, compact bipedal herbivore body, strong hind limbs, balancing tail, sturdy neck",open woodland or scrubland with low grasses and soft distant hills,warm daylight,"ochre, olive, horn-gray, bark brown, and pale sky","tough, distinctive, and grounded",high,draft_ready,,"Create a square illustrated dinosaur family card for Pachycephalosauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using dome-headed herbivore card: full-body 3/4 stance with skull dome and sturdy bipedal body made prominent. Emphasize the defining anatomy: domed or ornamented skull roof, compact bipedal herbivore body, strong hind limbs, balancing tail, sturdy neck. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open woodland or scrubland with low grasses and soft distant hills. Lighting: warm daylight. Color direction: ochre, olive, horn-gray, bark brown, and pale sky. Mood: tough, distinctive, and grounded. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-pakisauridae,family,Pakisauridae,5,Saurischia,,"Imrankhanhero, Khanazeem, Khetranisaurus",sauropod_robust,robust sauropod card: full-body grounded stance with heavy torso and stable limb posture emphasized,"long neck, small head, broad deep torso, stout limbs, long tail, immense herbivorous build",open woodland or floodplain with low shrubs and broad sky,soft warm daylight,"weathered brown, taupe, olive, horn-gray, and muted sky blue","massive, dependable, and serene",medium,draft_ready,,"Create a square illustrated dinosaur family card for Pakisauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using robust sauropod card: full-body grounded stance with heavy torso and stable limb posture emphasized. Emphasize the defining anatomy: long neck, small head, broad deep torso, stout limbs, long tail, immense herbivorous build. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open woodland or floodplain with low shrubs and broad sky. Lighting: soft warm daylight. Color direction: weathered brown, taupe, olive, horn-gray, and muted sky blue. Mood: massive, dependable, and serene. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-paraortygidae,family,Paraortygidae,1,Saurischia,Galliformes,Xorazmortyx,ground_bird,"ground-bird card: full-body 3/4 walking stance with body mass, legs, and plumage silhouette cleanly readable","ground-dwelling bird body, feathered wings, sturdy legs, compact tail, family-appropriate crest or facial features where suitable","open undergrowth, scrub, or woodland floor with simple layered plants",bright natural daylight,"earth brown, cream, muted chestnut, charcoal, and soft green","alert, terrestrial, and approachable",high,needs_light_review,Low species count; choose a representative body plan carefully.,"Create a square illustrated dinosaur family card for Paraortygidae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using ground-bird card: full-body 3/4 walking stance with body mass, legs, and plumage silhouette cleanly readable. Emphasize the defining anatomy: ground-dwelling bird body, feathered wings, sturdy legs, compact tail, family-appropriate crest or facial features where suitable. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open undergrowth, scrub, or woodland floor with simple layered plants. Lighting: bright natural daylight. Color direction: earth brown, cream, muted chestnut, charcoal, and soft green. Mood: alert, terrestrial, and approachable. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
family-parksosauridae,family,Parksosauridae,1,Ornithischia,,Gasparinisaura,small_ornithopod,small runner-herbivore card: full-body side or 3/4 pose with clean tail and hind-limb silhouette,"small beaked herbivore, long hind limbs, balancing tail, light body, alert posture",open fern plain or woodland floor with low plants and clean horizon space,bright diffuse daylight,"olive, tan, warm gray, moss green, and pale sky blue","nimble, approachable, and clear",medium,needs_light_review,Low species count; choose a representative body plan carefully.,"Create a square illustrated dinosaur family card for Parksosauridae, a family from the Dinosaur Atlas project. Show one featured adult animal as the clear focal subject using small runner-herbivore card: full-body side or 3/4 pose with clean tail and hind-limb silhouette. Emphasize the defining anatomy: small beaked herbivore, long hind limbs, balancing tail, light body, alert posture. The animal must read instantly at thumbnail size. Visual style: premium natural-history illustration card, crisp black linework, soft cel-shaded color, subtle grain texture, muted realistic palette, museum-compendium aesthetic, simplified but believable prehistoric habitat, polished digital illustration rather than photoreal painting. Environment: open fern plain or woodland floor with low plants and clean horizon space. Lighting: bright diffuse daylight. Color direction: olive, tan, warm gray, moss green, and pale sky blue. Mood: nimble, approachable, and clear. Layout constraints: square composition, rounded card border area, reserved blank title band at the bottom for later typography, optional reserved badge space in the lower-right corner, no rendered text, no logo, no watermark."
